item,itemLabel,insee,pop,area,popDate
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,241,4.17,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,220,6.88,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1437,34.88,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,224,6.88,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,289,4.17,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,227,6.88,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,270,11.09,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1348,34.88,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,238,6.88,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,241,6.88,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,333,4.17,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,266,11.09,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,236,6.88,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,235,6.88,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,345,4.17,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,235,6.88,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,232,6.88,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,354,4.17,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,231,6.88,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,364,4.17,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1293,34.88,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,240,6.88,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,356,4.17,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,358,4.17,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,247,11.09,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,359,4.17,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,365,4.17,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,373,4.17,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,393,4.17,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1244,34.88,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,253,11.09,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1175,34.88,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1171,34.88,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,256,11.09,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,285,11.09,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,299,11.09,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,309,11.09,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,317,11.09,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,323,11.09,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,321,11.09,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,324,11.09,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,327,11.09,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,326,11.09,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,624,14.37,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,327,11.09,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001449,Doville,50166,326,11.09,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,623,14.37,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,621,14.37,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,640,14.37,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,631,14.37,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,628,14.37,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,627,14.37,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,628,14.37,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,628,14.37,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,627,14.37,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001463,Digosville,50162,569,9.27,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001463,Digosville,50162,645,9.27,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,143,4.99,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,156,4.99,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001513,La Baleine,50028,177,4.13,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001495,Les Cresnays,50152,425,9.78,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001485,Aumeville-Lestre,50022,153,2.44,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,168,4.99,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001463,Digosville,50162,879,9.27,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001513,La Baleine,50028,153,4.13,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,143,4.99,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001495,Les Cresnays,50152,374,9.78,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,143,4.99,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001458,Auvers,50023,644,18.76,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001485,Aumeville-Lestre,50022,134,2.44,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001513,La Baleine,50028,144,4.13,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001463,Digosville,50162,1338,9.27,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001458,Auvers,50023,670,18.76,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,194,6.88,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001513,La Baleine,50028,121,4.13,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001458,Auvers,50023,685,18.76,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,177,6.88,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001485,Aumeville-Lestre,50022,139,2.44,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001463,Digosville,50162,1459,9.27,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,190,4.17,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001458,Auvers,50023,676,18.76,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001458,Auvers,50023,691,18.76,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,149,4.17,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001458,Auvers,50023,689,18.76,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001485,Aumeville-Lestre,50022,139,2.44,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,213,6.88,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,159,4.17,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001485,Aumeville-Lestre,50022,139,2.44,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1598,34.88,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001485,Aumeville-Lestre,50022,136,2.44,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,241,6.88,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1452,34.88,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001523,Beaucoudray,50039,141,4.7,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001523,Beaucoudray,50039,138,4.7,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001436,Chanteloup,50120,185,4.17,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001523,Beaucoudray,50039,126,4.7,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001523,Beaucoudray,50039,129,4.7,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1547,34.88,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001523,Beaucoudray,50039,136,4.7,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001443,Carneville,50101,222,6.88,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,146,3.19,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,221,8.41,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,141,3.19,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,292,8.41,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,118,3.19,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,185,6.41,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,156,6.41,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,131,3.19,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,583,14.37,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1235,34.88,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,569,14.37,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1214,34.88,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,167,6.41,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1190,34.88,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,120,3.19,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1172,34.88,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,560,14.37,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1171,34.88,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,175,6.3,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1176,34.88,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,174,6.41,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,135,6.3,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001315,Barenton,50029,1166,34.88,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,170,3.19,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,563,14.37,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,145,6.3,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,166,6.41,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,422,8.41,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,415,8.41,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,409,8.41,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,402,8.41,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,559,14.37,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,146,4.99,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,146,4.99,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,401,8.41,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,140,6.3,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,150,6.41,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,405,8.41,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,155,4.99,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,155,4.99,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,147,4.99,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001333,La Colombe,50137,611,14.37,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,158,6.41,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,165,6.41,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,138,6.3,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,138,4.99,1982-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,138,4.99,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,152,6.41,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,149,6.41,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,145,6.41,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,142,6.41,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,141,6.41,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,138,6.41,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001458,Auvers,50023,627,18.76,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,136,6.41,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,179,6.3,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001229,Baubigny,50033,134,6.41,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001279,Les Champs-de-Losque,50119,272,9.31,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,127,4.99,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,127,4.99,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001458,Auvers,50023,573,18.76,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001279,Les Champs-de-Losque,50119,200,9.31,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,209,6.3,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,204,6.3,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,219,8.18,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,199,6.3,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,202,6.3,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,144,4.99,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,144,4.99,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,208,6.3,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,190,8.18,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,217,6.3,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,226,6.3,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,226,6.3,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,228,6.3,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001204,Clitourps,50135,228,6.3,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001458,Auvers,50023,571,18.76,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,169,4.99,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,191,8.18,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001363,Glatigny,50204,155,4.99,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,186,8.18,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,176,8.18,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001279,Les Champs-de-Losque,50119,192,9.31,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001279,Les Champs-de-Losque,50119,183,9.31,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,183,8.18,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001279,Les Champs-de-Losque,50119,185,9.31,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001279,Les Champs-de-Losque,50119,196,9.31,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001279,Les Champs-de-Losque,50119,201,9.31,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,165,8.18,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,171,8.18,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001177,Le Chefresne,50128,452,11.28,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,181,8.18,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,184,8.18,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,178,8.18,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,175,8.18,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,171,8.18,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,168,8.18,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,166,8.18,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001248,Fontenay-sur-Mer,50190,164,8.18,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,238,8.41,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001126,Gonneville,50209,906,15.36,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001126,Gonneville,50209,1620,15.36,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001101,Baudreville,50035,92,4.67,1982-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001101,Baudreville,50035,92,4.67,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001126,Gonneville,50209,891,15.36,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001126,Gonneville,50209,879,15.36,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,321,6.85,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,321,6.85,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,361,8.41,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001177,Le Chefresne,50128,307,11.28,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,299,6.85,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,299,6.85,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001177,Le Chefresne,50128,297,11.28,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,373,6.85,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001177,Le Chefresne,50128,307,11.28,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001177,Le Chefresne,50128,303,11.28,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001177,Le Chefresne,50128,303,11.28,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,311,6.85,1982-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,351,8.41,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,311,6.85,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,386,8.41,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001101,Baudreville,50035,93,4.67,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,290,6.85,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,290,6.85,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001101,Baudreville,50035,90,4.67,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001101,Baudreville,50035,76,4.67,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,378,8.41,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001101,Baudreville,50035,75,4.67,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,394,8.41,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,217,3.19,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,422,8.41,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,228,3.19,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,292,6.85,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001269,Breuville,50079,428,8.41,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,292,6.85,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,222,6.72,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,222,6.72,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,226,3.19,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,221,3.19,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,228,3.19,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,215,3.19,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,213,6.72,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,213,3.19,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,213,6.72,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,212,3.19,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,210,3.19,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,296,6.85,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,279,6.72,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,211,3.19,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001298,Brainville,50072,213,3.19,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,297,6.85,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001084,Chevry,50134,87,3.62,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001084,Chevry,50134,87,3.62,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,172,6.72,1982-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,172,6.72,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,325,6.85,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,327,6.85,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,314,6.85,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,323,6.85,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001084,Chevry,50134,82,3.62,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001084,Chevry,50134,82,3.62,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001153,Fontenay,50189,318,6.85,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,202,6.72,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,202,6.72,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1001084,Chevry,50134,78,3.62,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001084,Chevry,50134,77,3.62,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,230,6.72,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,230,6.72,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1001084,Chevry,50134,90,3.62,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001084,Chevry,50134,110,3.62,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001279,Les Champs-de-Losque,50119,209,9.31,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1001084,Chevry,50134,124,3.62,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001075,Angoville-sur-Ay,50012,250,6.72,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001084,Chevry,50134,112,3.62,2017-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1001084,Chevry,50134,110,3.62,2018-01-01T00:00:00Z
