item,itemLabel,insee,pop,area,popDate
http://www.wikidata.org/entity/Q1003645,Cuillé,53088,852,21.66,2018-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003645,Cuillé,53088,842,21.66,2019-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003645,Cuillé,53088,827,21.66,2020-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003883,Bégaar,40031,946,27.8,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1003645,Cuillé,53088,816,21.66,2021-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003651,Châlons-du-Maine,53049,422,9.66,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1003645,Cuillé,53088,853,21.66,2022-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003883,Bégaar,40031,843,27.8,1975-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1003876,Bonnefamille,38048,787,9.43,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1003651,Châlons-du-Maine,53049,553,9.66,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003883,Bégaar,40031,908,27.8,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1003651,Châlons-du-Maine,53049,663,9.66,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003876,Bonnefamille,38048,927,9.43,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1003651,Châlons-du-Maine,53049,700,9.66,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003883,Bégaar,40031,1000,27.8,1990-03-05T00:00:00Z
http://www.wikidata.org/entity/Q1003912,Bossieu,38049,212,13.48,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1003876,Bonnefamille,38048,1043,9.43,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003876,Bonnefamille,38048,1021,9.43,2011-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003883,Bégaar,40031,939,27.8,1999-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1003876,Bonnefamille,38048,1062,9.43,2013-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003912,Bossieu,38049,212,13.48,1982-03-04T00:00:00Z
http://www.wikidata.org/entity/Q1003876,Bonnefamille,38048,1088,9.43,2015-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1003876,Bonnefamille,38048,1124,9.43,2016-01-01T00:00:00Z
